url,canonical_now,canonical_final,action,why
"https://www.liquorlicenseagents.com/cities/culver-city/culver-city-liquor-licenses-for-restaurants-bars-and-retailers","https://www.liquorlicenseagents.com/cities/culver-city-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/cities/culver-city/culver-city-liquor-licenses-for-restaurants-bars-and-retailers/","CHANGE TO THE TRAILING-SLASH URL","its canonical target /cities/culver-city-liquor-licenses-for-restaurants-bars-and-retailers/ returns 301, so pointing at it is a dead end; the trailing-slash spelling is the one this site uses everywhere else"
"https://www.liquorlicenseagents.com/cities/culver-city/culver-city-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/cities/culver-city-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/cities/culver-city/culver-city-liquor-licenses-for-restaurants-bars-and-retailers/","CHANGE TO SELF","its canonical target /cities/culver-city-liquor-licenses-for-restaurants-bars-and-retailers/ returns 301, so pointing at it is a dead end"
"https://www.liquorlicenseagents.com/cities/daly-city/daly-city-liquor-licenses-for-restaurants-bars-and-retailers","https://www.liquorlicenseagents.com/cities/daly-city-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/cities/daly-city/daly-city-liquor-licenses-for-restaurants-bars-and-retailers/","CHANGE TO THE TRAILING-SLASH URL","its canonical target /cities/daly-city-liquor-licenses-for-restaurants-bars-and-retailers/ returns 301, so pointing at it is a dead end; the trailing-slash spelling is the one this site uses everywhere else"
"https://www.liquorlicenseagents.com/cities/daly-city/daly-city-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/cities/daly-city-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/cities/daly-city/daly-city-liquor-licenses-for-restaurants-bars-and-retailers/","CHANGE TO SELF","its canonical target /cities/daly-city-liquor-licenses-for-restaurants-bars-and-retailers/ returns 301, so pointing at it is a dead end"
"https://www.liquorlicenseagents.com/cities/el-monte/el-monte-liquor-licenses-for-restaurants-bars-and-retailers","https://www.liquorlicenseagents.com/cities/el-monte-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/cities/el-monte/el-monte-liquor-licenses-for-restaurants-bars-and-retailers/","CHANGE TO THE TRAILING-SLASH URL","its canonical target /cities/el-monte-liquor-licenses-for-restaurants-bars-and-retailers/ returns 301, so pointing at it is a dead end; the trailing-slash spelling is the one this site uses everywhere else"
"https://www.liquorlicenseagents.com/cities/el-monte/el-monte-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/cities/el-monte-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/cities/el-monte/el-monte-liquor-licenses-for-restaurants-bars-and-retailers/","CHANGE TO SELF","its canonical target /cities/el-monte-liquor-licenses-for-restaurants-bars-and-retailers/ returns 301, so pointing at it is a dead end"
"https://www.liquorlicenseagents.com/cities/fountain-valley/fountain-valley-liquor-licenses-for-restaurants-bars-and-retailers","https://www.liquorlicenseagents.com/cities/fountain-valley-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/cities/fountain-valley/fountain-valley-liquor-licenses-for-restaurants-bars-and-retailers/","CHANGE TO THE TRAILING-SLASH URL","its canonical target /cities/fountain-valley-liquor-licenses-for-restaurants-bars-and-retailers/ returns 301, so pointing at it is a dead end; the trailing-slash spelling is the one this site uses everywhere else"
"https://www.liquorlicenseagents.com/cities/fountain-valley/fountain-valley-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/cities/fountain-valley-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/cities/fountain-valley/fountain-valley-liquor-licenses-for-restaurants-bars-and-retailers/","CHANGE TO SELF","its canonical target /cities/fountain-valley-liquor-licenses-for-restaurants-bars-and-retailers/ returns 301, so pointing at it is a dead end"
"https://www.liquorlicenseagents.com/cities/fresno/fresno-county-type-48-full-liquor-license-for-bars-and-nightclubs","https://www.liquorlicenseagents.com/cities/fresno-county-type-48-full-liquor-license-for-bars-and-nightclubs/","https://www.liquorlicenseagents.com/cities/fresno/fresno-county-type-48-full-liquor-license-for-bars-and-nightclubs/","CHANGE TO THE TRAILING-SLASH URL","its canonical target /cities/fresno-county-type-48-full-liquor-license-for-bars-and-nightclubs/ returns 301, so pointing at it is a dead end; the trailing-slash spelling is the one this site uses everywhere else"
"https://www.liquorlicenseagents.com/cities/fresno/fresno-county-type-48-full-liquor-license-for-bars-and-nightclubs/","https://www.liquorlicenseagents.com/cities/fresno-county-type-48-full-liquor-license-for-bars-and-nightclubs/","https://www.liquorlicenseagents.com/cities/fresno/fresno-county-type-48-full-liquor-license-for-bars-and-nightclubs/","CHANGE TO SELF","its canonical target /cities/fresno-county-type-48-full-liquor-license-for-bars-and-nightclubs/ returns 301, so pointing at it is a dead end"
"https://www.liquorlicenseagents.com/cities/huntington-park/huntington-park-liquor-licenses-for-restaurants-bars-and-retailers","https://www.liquorlicenseagents.com/cities/huntington-park-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/cities/huntington-park/huntington-park-liquor-licenses-for-restaurants-bars-and-retailers/","CHANGE TO THE TRAILING-SLASH URL","its canonical target /cities/huntington-park-liquor-licenses-for-restaurants-bars-and-retailers/ returns 301, so pointing at it is a dead end; the trailing-slash spelling is the one this site uses everywhere else"
"https://www.liquorlicenseagents.com/cities/huntington-park/huntington-park-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/cities/huntington-park-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/cities/huntington-park/huntington-park-liquor-licenses-for-restaurants-bars-and-retailers/","CHANGE TO SELF","its canonical target /cities/huntington-park-liquor-licenses-for-restaurants-bars-and-retailers/ returns 301, so pointing at it is a dead end"
"https://www.liquorlicenseagents.com/cities/imperial-beach/imperial-beach-liquor-licenses-for-restaurants-bars-and-retailers","https://www.liquorlicenseagents.com/cities/imperial-beach-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/cities/imperial-beach/imperial-beach-liquor-licenses-for-restaurants-bars-and-retailers/","CHANGE TO THE TRAILING-SLASH URL","its canonical target /cities/imperial-beach-liquor-licenses-for-restaurants-bars-and-retailers/ returns 301, so pointing at it is a dead end; the trailing-slash spelling is the one this site uses everywhere else"
"https://www.liquorlicenseagents.com/cities/imperial-beach/imperial-beach-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/cities/imperial-beach-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/cities/imperial-beach/imperial-beach-liquor-licenses-for-restaurants-bars-and-retailers/","CHANGE TO SELF","its canonical target /cities/imperial-beach-liquor-licenses-for-restaurants-bars-and-retailers/ returns 301, so pointing at it is a dead end"
"https://www.liquorlicenseagents.com/cities/la-habra/la-habra-liquor-licenses-for-restaurants-bars-and-retailers","https://www.liquorlicenseagents.com/cities/la-habra-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/cities/la-habra/la-habra-liquor-licenses-for-restaurants-bars-and-retailers/","CHANGE TO THE TRAILING-SLASH URL","its canonical target /cities/la-habra-liquor-licenses-for-restaurants-bars-and-retailers/ returns 301, so pointing at it is a dead end; the trailing-slash spelling is the one this site uses everywhere else"
"https://www.liquorlicenseagents.com/cities/la-habra/la-habra-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/cities/la-habra-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/cities/la-habra/la-habra-liquor-licenses-for-restaurants-bars-and-retailers/","CHANGE TO SELF","its canonical target /cities/la-habra-liquor-licenses-for-restaurants-bars-and-retailers/ returns 301, so pointing at it is a dead end"
"https://www.liquorlicenseagents.com/cities/los-angeles/los-angeles-county-type-85-limited-off-sale-wine-license","https://www.liquorlicenseagents.com/cities/los-angeles-county-type-85-limited-off-sale-wine-license/","https://www.liquorlicenseagents.com/cities/los-angeles/los-angeles-county-type-85-limited-off-sale-wine-license/","CHANGE TO THE TRAILING-SLASH URL","its canonical target /cities/los-angeles-county-type-85-limited-off-sale-wine-license/ returns 301, so pointing at it is a dead end; the trailing-slash spelling is the one this site uses everywhere else"
"https://www.liquorlicenseagents.com/cities/los-angeles/los-angeles-county-type-85-limited-off-sale-wine-license/","https://www.liquorlicenseagents.com/cities/los-angeles-county-type-85-limited-off-sale-wine-license/","https://www.liquorlicenseagents.com/cities/los-angeles/los-angeles-county-type-85-limited-off-sale-wine-license/","CHANGE TO SELF","its canonical target /cities/los-angeles-county-type-85-limited-off-sale-wine-license/ returns 301, so pointing at it is a dead end"
"https://www.liquorlicenseagents.com/cities/monterey-park/monterey-park-liquor-licenses-for-restaurants-bars-and-retailers","https://www.liquorlicenseagents.com/cities/monterey-park-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/cities/monterey-park/monterey-park-liquor-licenses-for-restaurants-bars-and-retailers/","CHANGE TO THE TRAILING-SLASH URL","its canonical target /cities/monterey-park-liquor-licenses-for-restaurants-bars-and-retailers/ returns 301, so pointing at it is a dead end; the trailing-slash spelling is the one this site uses everywhere else"
"https://www.liquorlicenseagents.com/cities/monterey-park/monterey-park-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/cities/monterey-park-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/cities/monterey-park/monterey-park-liquor-licenses-for-restaurants-bars-and-retailers/","CHANGE TO SELF","its canonical target /cities/monterey-park-liquor-licenses-for-restaurants-bars-and-retailers/ returns 301, so pointing at it is a dead end"
"https://www.liquorlicenseagents.com/cities/national-city/national-city-liquor-licenses-for-restaurants-bars-and-retailers","https://www.liquorlicenseagents.com/cities/national-city-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/cities/national-city/national-city-liquor-licenses-for-restaurants-bars-and-retailers/","CHANGE TO THE TRAILING-SLASH URL","its canonical target /cities/national-city-liquor-licenses-for-restaurants-bars-and-retailers/ returns 301, so pointing at it is a dead end; the trailing-slash spelling is the one this site uses everywhere else"
"https://www.liquorlicenseagents.com/cities/national-city/national-city-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/cities/national-city-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/cities/national-city/national-city-liquor-licenses-for-restaurants-bars-and-retailers/","CHANGE TO SELF","its canonical target /cities/national-city-liquor-licenses-for-restaurants-bars-and-retailers/ returns 301, so pointing at it is a dead end"
"https://www.liquorlicenseagents.com/cities/newport-beach/newport-beach-liquor-licenses-for-restaurants-bars-and-retailers","https://www.liquorlicenseagents.com/cities/newport-beach-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/cities/newport-beach/newport-beach-liquor-licenses-for-restaurants-bars-and-retailers/","CHANGE TO THE TRAILING-SLASH URL","its canonical target /cities/newport-beach-liquor-licenses-for-restaurants-bars-and-retailers/ returns 301, so pointing at it is a dead end; the trailing-slash spelling is the one this site uses everywhere else"
"https://www.liquorlicenseagents.com/cities/newport-beach/newport-beach-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/cities/newport-beach-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/cities/newport-beach/newport-beach-liquor-licenses-for-restaurants-bars-and-retailers/","CHANGE TO SELF","its canonical target /cities/newport-beach-liquor-licenses-for-restaurants-bars-and-retailers/ returns 301, so pointing at it is a dead end"
"https://www.liquorlicenseagents.com/cities/palm-springs/palm-springs-liquor-licenses-for-restaurants-bars-and-retailers","https://www.liquorlicenseagents.com/cities/palm-springs-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/cities/palm-springs/palm-springs-liquor-licenses-for-restaurants-bars-and-retailers/","CHANGE TO THE TRAILING-SLASH URL","its canonical target /cities/palm-springs-liquor-licenses-for-restaurants-bars-and-retailers/ returns 301, so pointing at it is a dead end; the trailing-slash spelling is the one this site uses everywhere else"
"https://www.liquorlicenseagents.com/cities/palm-springs/palm-springs-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/cities/palm-springs-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/cities/palm-springs/palm-springs-liquor-licenses-for-restaurants-bars-and-retailers/","CHANGE TO SELF","its canonical target /cities/palm-springs-liquor-licenses-for-restaurants-bars-and-retailers/ returns 301, so pointing at it is a dead end"
"https://www.liquorlicenseagents.com/cities/rancho-mirage/rancho-mirage-liquor-licenses-for-restaurants-bars-and-retailers","https://www.liquorlicenseagents.com/cities/rancho-mirage-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/cities/rancho-mirage/rancho-mirage-liquor-licenses-for-restaurants-bars-and-retailers/","CHANGE TO THE TRAILING-SLASH URL","its canonical target /cities/rancho-mirage-liquor-licenses-for-restaurants-bars-and-retailers/ returns 301, so pointing at it is a dead end; the trailing-slash spelling is the one this site uses everywhere else"
"https://www.liquorlicenseagents.com/cities/rancho-mirage/rancho-mirage-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/cities/rancho-mirage-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/cities/rancho-mirage/rancho-mirage-liquor-licenses-for-restaurants-bars-and-retailers/","CHANGE TO SELF","its canonical target /cities/rancho-mirage-liquor-licenses-for-restaurants-bars-and-retailers/ returns 301, so pointing at it is a dead end"
"https://www.liquorlicenseagents.com/cities/rancho-palos-verdes/rancho-palos-verdes-liquor-licenses-for-restaurants-bars-and-retailers","https://www.liquorlicenseagents.com/cities/rancho-palos-verdes-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/cities/rancho-palos-verdes/rancho-palos-verdes-liquor-licenses-for-restaurants-bars-and-retailers/","CHANGE TO THE TRAILING-SLASH URL","its canonical target /cities/rancho-palos-verdes-liquor-licenses-for-restaurants-bars-and-retailers/ returns 301, so pointing at it is a dead end; the trailing-slash spelling is the one this site uses everywhere else"
"https://www.liquorlicenseagents.com/cities/rancho-palos-verdes/rancho-palos-verdes-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/cities/rancho-palos-verdes-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/cities/rancho-palos-verdes/rancho-palos-verdes-liquor-licenses-for-restaurants-bars-and-retailers/","CHANGE TO SELF","its canonical target /cities/rancho-palos-verdes-liquor-licenses-for-restaurants-bars-and-retailers/ returns 301, so pointing at it is a dead end"
"https://www.liquorlicenseagents.com/cities/rolling-hills/rolling-hills-liquor-licenses-for-restaurants-bars-and-retailers","https://www.liquorlicenseagents.com/cities/rolling-hills-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/cities/rolling-hills/rolling-hills-liquor-licenses-for-restaurants-bars-and-retailers/","CHANGE TO THE TRAILING-SLASH URL","its canonical target /cities/rolling-hills-liquor-licenses-for-restaurants-bars-and-retailers/ returns 301, so pointing at it is a dead end; the trailing-slash spelling is the one this site uses everywhere else"
"https://www.liquorlicenseagents.com/cities/rolling-hills/rolling-hills-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/cities/rolling-hills-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/cities/rolling-hills/rolling-hills-liquor-licenses-for-restaurants-bars-and-retailers/","CHANGE TO SELF","its canonical target /cities/rolling-hills-liquor-licenses-for-restaurants-bars-and-retailers/ returns 301, so pointing at it is a dead end"
"https://www.liquorlicenseagents.com/cities/san-diego/san-diego-county-type-21-full-liquor-license-for-liquor-stores","https://www.liquorlicenseagents.com/cities/san-diego-county-type-21-full-liquor-license-for-liquor-stores/","https://www.liquorlicenseagents.com/cities/san-diego/san-diego-county-type-21-full-liquor-license-for-liquor-stores/","CHANGE TO THE TRAILING-SLASH URL","its canonical target /cities/san-diego-county-type-21-full-liquor-license-for-liquor-stores/ returns 301, so pointing at it is a dead end; the trailing-slash spelling is the one this site uses everywhere else"
"https://www.liquorlicenseagents.com/cities/san-diego/san-diego-county-type-21-full-liquor-license-for-liquor-stores/","https://www.liquorlicenseagents.com/cities/san-diego-county-type-21-full-liquor-license-for-liquor-stores/","https://www.liquorlicenseagents.com/cities/san-diego/san-diego-county-type-21-full-liquor-license-for-liquor-stores/","CHANGE TO SELF","its canonical target /cities/san-diego-county-type-21-full-liquor-license-for-liquor-stores/ returns 301, so pointing at it is a dead end"
"https://www.liquorlicenseagents.com/cities/san-diego/san-diego-county-type-42-on-sale-beer-and-wine-public-premises-license","https://www.liquorlicenseagents.com/cities/san-diego-county-type-42-on-sale-beer-and-wine-public-premises-license/","https://www.liquorlicenseagents.com/cities/san-diego/san-diego-county-type-42-on-sale-beer-and-wine-public-premises-license/","CHANGE TO THE TRAILING-SLASH URL","its canonical target /cities/san-diego-county-type-42-on-sale-beer-and-wine-public-premises-license/ returns 301, so pointing at it is a dead end; the trailing-slash spelling is the one this site uses everywhere else"
"https://www.liquorlicenseagents.com/cities/san-diego/san-diego-county-type-42-on-sale-beer-and-wine-public-premises-license/","https://www.liquorlicenseagents.com/cities/san-diego-county-type-42-on-sale-beer-and-wine-public-premises-license/","https://www.liquorlicenseagents.com/cities/san-diego/san-diego-county-type-42-on-sale-beer-and-wine-public-premises-license/","CHANGE TO SELF","its canonical target /cities/san-diego-county-type-42-on-sale-beer-and-wine-public-premises-license/ returns 301, so pointing at it is a dead end"
"https://www.liquorlicenseagents.com/cities/san-diego/san-diego-county-type-48-full-liquor-license-for-bars-and-nightclubs","https://www.liquorlicenseagents.com/cities/san-diego-county-type-48-full-liquor-license-for-bars-and-nightclubs/","https://www.liquorlicenseagents.com/cities/san-diego/san-diego-county-type-48-full-liquor-license-for-bars-and-nightclubs/","CHANGE TO THE TRAILING-SLASH URL","its canonical target /cities/san-diego-county-type-48-full-liquor-license-for-bars-and-nightclubs/ returns 301, so pointing at it is a dead end; the trailing-slash spelling is the one this site uses everywhere else"
"https://www.liquorlicenseagents.com/cities/san-diego/san-diego-county-type-48-full-liquor-license-for-bars-and-nightclubs/","https://www.liquorlicenseagents.com/cities/san-diego-county-type-48-full-liquor-license-for-bars-and-nightclubs/","https://www.liquorlicenseagents.com/cities/san-diego/san-diego-county-type-48-full-liquor-license-for-bars-and-nightclubs/","CHANGE TO SELF","its canonical target /cities/san-diego-county-type-48-full-liquor-license-for-bars-and-nightclubs/ returns 301, so pointing at it is a dead end"
"https://www.liquorlicenseagents.com/cities/san-diego/san-diego-county-type-85-limited-off-sale-wine-license","https://www.liquorlicenseagents.com/cities/san-diego-county-type-85-limited-off-sale-wine-license/","https://www.liquorlicenseagents.com/cities/san-diego/san-diego-county-type-85-limited-off-sale-wine-license/","CHANGE TO THE TRAILING-SLASH URL","its canonical target /cities/san-diego-county-type-85-limited-off-sale-wine-license/ returns 301, so pointing at it is a dead end; the trailing-slash spelling is the one this site uses everywhere else"
"https://www.liquorlicenseagents.com/cities/san-diego/san-diego-county-type-85-limited-off-sale-wine-license/","https://www.liquorlicenseagents.com/cities/san-diego-county-type-85-limited-off-sale-wine-license/","https://www.liquorlicenseagents.com/cities/san-diego/san-diego-county-type-85-limited-off-sale-wine-license/","CHANGE TO SELF","its canonical target /cities/san-diego-county-type-85-limited-off-sale-wine-license/ returns 301, so pointing at it is a dead end"
"https://www.liquorlicenseagents.com/cities/san-francisco-liquor-licenses-for-restaurants-bars-and-retailers","https://www.liquorlicenseagents.com/cities/san-francisco-liquor-licenses-for-restaurants-bars-and-retailers/","","DELETE THE PAGE","San Francisco city page, marked for removal"
"https://www.liquorlicenseagents.com/cities/san-francisco-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/cities/san-francisco-liquor-licenses-for-restaurants-bars-and-retailers/","","DELETE THE PAGE","San Francisco city page, marked for removal"
"https://www.liquorlicenseagents.com/cities/san-francisco-type-20-liquor-license-for-beer-and-wine-off-sale","https://www.liquorlicenseagents.com/cities/san-francisco-type-20-liquor-license-for-beer-and-wine-off-sale/","","DELETE THE PAGE","San Francisco city page, marked for removal"
"https://www.liquorlicenseagents.com/cities/san-francisco-type-20-liquor-license-for-beer-and-wine-off-sale/","https://www.liquorlicenseagents.com/cities/san-francisco-type-20-liquor-license-for-beer-and-wine-off-sale/","","DELETE THE PAGE","San Francisco city page, marked for removal"
"https://www.liquorlicenseagents.com/cities/san-francisco-type-41-beer-and-wine-license-for-restaurants","https://www.liquorlicenseagents.com/cities/san-francisco-type-41-beer-and-wine-license-for-restaurants/","","DELETE THE PAGE","San Francisco city page, marked for removal"
"https://www.liquorlicenseagents.com/cities/san-francisco-type-41-beer-and-wine-license-for-restaurants/","https://www.liquorlicenseagents.com/cities/san-francisco-type-41-beer-and-wine-license-for-restaurants/","","DELETE THE PAGE","San Francisco city page, marked for removal"
"https://www.liquorlicenseagents.com/cities/san-francisco-type-47-full-liquor-license-for-restaurants","https://www.liquorlicenseagents.com/cities/san-francisco-type-47-full-liquor-license-for-restaurants/","","DELETE THE PAGE","San Francisco city page, marked for removal"
"https://www.liquorlicenseagents.com/cities/san-francisco-type-47-full-liquor-license-for-restaurants/","https://www.liquorlicenseagents.com/cities/san-francisco-type-47-full-liquor-license-for-restaurants/","","DELETE THE PAGE","San Francisco city page, marked for removal"
"https://www.liquorlicenseagents.com/cities/san-francisco/san-francisco-liquor-licenses-for-restaurants-bars-and-retailers","https://www.liquorlicenseagents.com/cities/san-francisco-liquor-licenses-for-restaurants-bars-and-retailers/","","DELETE THE PAGE","San Francisco city page, marked for removal"
"https://www.liquorlicenseagents.com/cities/san-francisco/san-francisco-liquor-licenses-for-restaurants-bars-and-retailers/","https://www.liquorlicenseagents.com/cities/san-francisco-liquor-licenses-for-restaurants-bars-and-retailers/","","DELETE THE PAGE","San Francisco city page, marked for removal"
"https://www.liquorlicenseagents.com/cities/san-francisco/san-francisco-type-20-liquor-license-for-beer-and-wine-off-sale","https://www.liquorlicenseagents.com/cities/san-francisco-type-20-liquor-license-for-beer-and-wine-off-sale/","","DELETE THE PAGE","San Francisco city page, marked for removal"
"https://www.liquorlicenseagents.com/cities/san-francisco/san-francisco-type-20-liquor-license-for-beer-and-wine-off-sale/","https://www.liquorlicenseagents.com/cities/san-francisco-type-20-liquor-license-for-beer-and-wine-off-sale/","","DELETE THE PAGE","San Francisco city page, marked for removal"
"https://www.liquorlicenseagents.com/cities/san-francisco/san-francisco-type-21-full-liquor-license-for-liquor-stores","https://www.liquorlicenseagents.com/cities/san-francisco-type-21-full-liquor-license-for-liquor-stores/","","DELETE THE PAGE","San Francisco city page, marked for removal"
