change,url,which_live_sitemap,reason
"ADDED","https://www.liquorlicenseagents.com/cities/calistoga-liquor-licenses-for-restaurants-bars-and-retailers/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/camarillo-liquor-licenses-for-restaurants-bars-and-retailers/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/cape-coral-13ct-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/cape-coral-2aps-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/cape-coral-2cop-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/cape-coral-3ps-quota-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/cape-coral-4cop-quota-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/cape-coral-4cop-sfs-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/cape-coral-cmb-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/cape-coral-liquor-licenses-for-restaurants-bars-and-retailers/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/carlsbad-liquor-licenses-for-restaurants-bars-and-retailers/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/carpinteria-liquor-licenses-for-restaurants-bars-and-retailers/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/carson-liquor-licenses-for-restaurants-bars-and-retailers/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/cerritos-liquor-licenses-for-restaurants-bars-and-retailers/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/chandler-liquor-licenses-for-restaurants-bars-and-retailers/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/chandler-series-1-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/chandler-series-10-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/chandler-series-11-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/chandler-series-12-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/chandler-series-6-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/chandler-series-7-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/chandler-series-9-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/chino-hills-liquor-licenses-for-restaurants-bars-and-retailers/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/chino-hills-type-20-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/chino-hills-type-21-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/chino-hills-type-41-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/chino-hills-type-47-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/chino-hills-type-48-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/chino-hills-type-57-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/chino-hills-type-61-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/chula-vista-type-20-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/chula-vista-type-21-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/chula-vista-type-41-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/chula-vista-type-47-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/chula-vista-type-48-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/chula-vista-type-57-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/chula-vista-type-61-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/city-of-orange-liquor-licenses-for-restaurants-bars-and-retailers/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/claremont-liquor-licenses-for-restaurants-bars-and-retailers/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/commerce-liquor-licenses-for-restaurants-bars-and-retailers/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/compton-liquor-licenses-for-restaurants-bars-and-retailers/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/compton-type-20-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/compton-type-21-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/compton-type-41-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/compton-type-47-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/compton-type-48-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/compton-type-57-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/compton-type-61-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/concord-liquor-licenses-for-restaurants-bars-and-retailers/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/coronado-liquor-licenses-for-restaurants-bars-and-retailers/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/costa-mesa-liquor-licenses-for-restaurants-bars-and-retailers/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/covina-liquor-licenses-for-restaurants-bars-and-retailers/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/cudahy-liquor-licenses-for-restaurants-bars-and-retailers/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/cypress-liquor-licenses-for-restaurants-bars-and-retailers/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/dana-point-liquor-licenses-for-restaurants-bars-and-retailers-1/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/dana-point-liquor-licenses-for-restaurants-bars-and-retailers/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/del-mar-liquor-licenses-for-restaurants-bars-and-retailers/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/diamond-bar-liquor-licenses-for-restaurants-bars-and-retailers/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/downey-liquor-licenses-for-restaurants-bars-and-retailers/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/duarte-liquor-licenses-for-restaurants-bars-and-retailers/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/el-cajon-liquor-licenses-for-restaurants-bars-and-retailers/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/el-monte-type-20-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/el-monte-type-21-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/el-monte-type-41-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/el-monte-type-47-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/el-monte-type-48-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/el-monte-type-57-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/el-monte-type-61-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/el-segundo-liquor-licenses-for-restaurants-bars-and-retailers/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/elk-grove-liquor-licenses-for-restaurants-bars-and-retailers/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/encinitas-liquor-licenses-for-restaurants-bars-and-retailers/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/encinitas-type-20-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/encinitas-type-21-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/encinitas-type-41-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/encinitas-type-47-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/encinitas-type-48-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/encinitas-type-57-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/encinitas-type-61-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/escondido-liquor-licenses-for-restaurants-bars-and-retailers/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/escondido-type-20-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/escondido-type-21-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/escondido-type-41-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/escondido-type-47-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/escondido-type-48-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/escondido-type-57-licens/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/escondido-type-61-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/fontana-liquor-licenses-for-restaurants-bars-and-retailers/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/fort-lauderdale-13ct-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/fort-lauderdale-2aps-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/fort-lauderdale-2cop-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/fort-lauderdale-3ps-quota-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/fort-lauderdale-4cop-quota-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/fort-lauderdale-4cop-sfs-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/fort-lauderdale-cmb-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/fort-lauderdale-liquor-licenses-for-restaurants-bars-and-retailers/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/fremont-liquor-licenses-for-restaurants-bars-and-retailers/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/fresno-county-type-02-winery-or-winegrower-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/fresno-county-type-20-liquor-license-for-beer-and-wine-off-sale-1/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/fresno-county-type-20-liquor-license-for-beer-and-wine-off-sale/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/fresno-county-type-23-small-beer-manufacturer-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/fresno-county-type-75-brewpub-license-for-restaurants-and-breweries/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/fresno-county-type-75-on-sale-general-brewpub-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/fresno-county-type-85-limited-off-sale-wine-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/fullerton-liquor-licenses-for-restaurants-bars-and-retailers/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/garden-grove-liquor-licenses-for-restaurants-bars-and-retailers/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/gardena-liquor-licenses-for-restaurants-bars-and-retailers/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/gilbert-liquor-licenses-for-restaurants-bars-and-retailers/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/gilbert-series-1-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/gilbert-series-10-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/gilbert-series-11-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/gilbert-series-12-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/gilbert-series-6-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/gilbert-series-7-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/gilbert-series-9-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/glendale-liquor-licenses-for-restaurants-bars-and-retailers/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/glendale-series-1-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/glendale-series-10-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/glendale-series-11-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/glendale-series-12-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/glendale-series-6-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/glendale-series-7-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/glendale-series-9-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/glendale-type-20-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/glendale-type-21-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/glendale-type-41-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/glendale-type-47-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/glendale-type-48-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/glendale-type-57-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/glendale-type-61-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/glendora-liquor-licenses-for-restaurants-bars-and-retailers/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/goleta-liquor-licenses-for-restaurants-bars-and-retailers/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/guadalupe-liquor-licenses-for-restaurants-bars-and-retailers/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/hawaiian-gardens-liquor-licenses-for-restaurants-bars-and-retailers/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/hawthorne-liquor-licenses-for-restaurants-bars-and-retailers/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/hayward-liquor-licenses-for-restaurants-bars-and-retailers/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/hermosa-beach-liquor-licenses-for-restaurants-bars-and-retailers/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/hialeah-13ct-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/hialeah-2aps-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/hialeah-2cop-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/hialeah-3ps-quota-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/hialeah-4cop-quota-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/hialeah-4cop-sfs-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/hialeah-cmb-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/hialeah-liquor-licenses-for-restaurants-bars-and-retailers/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/hidden-hills-liquor-licenses-for-restaurants-bars-and-retailers/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/huntington-beach-liquor-licenses-for-restaurants-bars-and-retailers/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/irvine-liquor-licenses-for-restaurants-bars-and-retailers/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/irwindale-liquor-licenses-for-restaurants-bars-and-retailers/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/jacksonville-13ct-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/jacksonville-2aps-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/jacksonville-2cop-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/jacksonville-3ps-quota-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/jacksonville-4cop-quota-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/jacksonville-4cop-sfs-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/jacksonville-cmb-license/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/jacksonville-liquor-licenses-for-restaurants-bars-and-retailers/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/la-habra-heights-liquor-licenses-for-restaurants-bars-and-retailers/","","live, 200, exactly self-canonical, and no sitemap declared it"
"ADDED","https://www.liquorlicenseagents.com/cities/la-mesa-liquor-licenses-for-restaurants-bars-and-retailers/","","live, 200, exactly self-canonical, and no sitemap declared it"
